"HARO","Hasteola robertiorum"
"HASU3","Hasteola suaveolens"
"HAAL2","Hastingsia alba"
"HABR5","Hastingsia bracteosa"
"HABRA2","Hastingsia bracteosa var. atropurpurea"
"HABRB","Hastingsia bracteosa var. bracteosa"
"HASE3","Hastingsia serpentinicola"
"HAPA10","Havardia pallens"
"HABR3","Hazardia brickellioides"
"HACA6","Hazardia cana"
"HADE4","Hazardia detonsa"
"HAOR3","Hazardia orcuttii"
"HASQ2","Hazardia squarrosa"
"HASQG2","Hazardia squarrosa var. grindelioides"
"HASQO2","Hazardia squarrosa var. obtusa"
"HASQS2","Hazardia squarrosa var. squarrosa"
"HAST4","Hazardia stenolepis"
"HAWH3","Hazardia whitneyi"
"HAWHD2","Hazardia whitneyi var. discoidea"
"HAWHW","Hazardia whitneyi var. whitneyi"
"HESH","Hecastocleis shockleyi"
"HEAC","Hedeoma acinoides"
"HEAP","Hedeoma apiculata"
"HECO","Hedeoma costata"
"HECOC4","Hedeoma costata var. costata"
"HECOP","Hedeoma costata var. pulchella"
"HEDE2","Hedeoma dentata"
"HEDI","Hedeoma diffusa"
"HEDR","Hedeoma drummondii"
"HEHI","Hedeoma hispida"
"HEHY","Hedeoma hyssopifolia"
"HEMO","Hedeoma mollis"
"HENA","Hedeoma nana"
"HENAC","Hedeoma nana ssp. californica"
"HENAM","Hedeoma nana ssp. macrocalyx"
"HENAN","Hedeoma nana ssp. nana"
"HEOB","Hedeoma oblongifolia"
"HEPI4","Hedeoma pilosa"
"HEPL","Hedeoma plicata"
"HEPU12","Hedeoma pulcherrima"
"HEPU","Hedeoma pulegioides"
"HERE3","Hedeoma reverchonii"
"HERER","Hedeoma reverchonii var. reverchonii"
"HERES","Hedeoma reverchonii var. serpyllifolia"
"HETO2","Hedeoma todsenii"
"HEAM11","Hedosyne ambrosiifolia"
"HEGR17","Hedyotis greenei"
"HEIN7","Hedyotis intricata"
"HEVE4","Hedyotis vegrandis"
"HEAL","Hedysarum alpinum"
"HEBO","Hedysarum boreale"
"HEBOB","Hedysarum boreale ssp. boreale"
"HEBOB2","Hedysarum boreale ssp. boreale var. boreale"
"HEBOG2","Hedysarum boreale ssp. boreale var. gremiale"
"HEBOM","Hedysarum boreale ssp. mackenziei"
"HEOC","Hedysarum occidentale"
"HEOCC","Hedysarum occidentale var. canone"
"HEOCO2","Hedysarum occidentale var. occidentale"
"HESU","Hedysarum sulphurescens"
"HESA","Heimia salicifolia"
"HEAM","Helenium amarum"
"HEAMA","Helenium amarum var. amarum"
"HEAMB2","Helenium amarum var. badium"
"HEAR2","Helenium arizonicum"
"HEAU","Helenium autumnale"
"HEAUA","Helenium autumnale var. autumnale"
"HEAUG","Helenium autumnale var. grandiflorum"
"HEAUM","Helenium autumnale var. montanum"
"HEBI","Helenium bigelovii"
"HEBO2","Helenium bolanderi"
"HEBR","Helenium brevifolium"
"HECA13","Helenium campestre"
"HEDR2","Helenium drummondii"
"HEEL","Helenium elegans"
"HEELA","Helenium elegans var. amphilobum"
"HEELE2","Helenium elegans var. elegans"
"HEFL","Helenium flexuosum"
"HELI","Helenium linifolium"
"HEMI","Helenium microcephalum"
"HEMIM","Helenium microcephalum var. microcephalum"
"HEMIO2","Helenium microcephalum var. ooclinium"
"HEPI","Helenium pinnatifidum"
"HEPO2","Helenium Ãpolyphyllum"
"HEPU2","Helenium puberulum"
"HEQU","Helenium quadridentatum"
"HETH","Helenium thurberi"
"HEVE","Helenium vernale"
"HEVI6","Helenium virginicum"
"HECA","Helianthella californica"
"HECAC3","Helianthella californica ssp. californica"
"HECAN2","Helianthella californica ssp. nevadensis"
"HECAS4","Helianthella californica ssp. shastensis"
"HECA2","Helianthella castanea"
"HEMI2","Helianthella microcephala"
"HEPA","Helianthella parryi"
"HEQU2","Helianthella quinquenervis"
"HEUN","Helianthella uniflora"
"HEUND","Helianthella uniflora var. douglasii"
"HEUNU","Helianthella uniflora var. uniflora"
"HEAR11","Helianthemum arenicola"
"HEBI2","Helianthemum bicknellii"
"HECA3","Helianthemum canadense"
"HECA4","Helianthemum carolinianum"
"HECO3","Helianthemum corymbosum"
"HEDU","Helianthemum dumosum"
"HEGE","Helianthemum georgianum"
"HEGL","Helianthemum glomeratum"
"HEGR2","Helianthemum greenei"
"HENA2","Helianthemum nashii"
"HEPR","Helianthemum propinquum"
"HERO2","Helianthemum rosmarinifolium"
"HESC2","Helianthemum scoparium"
"HEAG","Helianthus agrestis"
"HEAM7","Helianthus Ãambiguus"
"HEAN2","Helianthus angustifolius"
"HEAN3","Helianthus annuus"
"HEAN4","Helianthus anomalus"
"HEAR3","Helianthus argophyllus"
"HEAR8","Helianthus arizonensis"
"HEAT","Helianthus atrorubens"
"HEBO3","Helianthus bolanderi"
"HEBR5","Helianthus Ãbrevifolius"
"HECA5","Helianthus californicus"
"HECA14","Helianthus carnosus"
"HECI","Helianthus ciliaris"
"HECI3","Helianthus Ãcinereus"
"HECU2","Helianthus cusickii"
"HEDE4","Helianthus debilis"
"HEDEC2","Helianthus debilis ssp. cucumerifolius"
"HEDED","Helianthus debilis ssp. debilis"
"HEDES","Helianthus debilis ssp. silvestris"
"HEDET","Helianthus debilis ssp. tardiflorus"
"HEDEV","Helianthus debilis ssp. vestitus"
"HEDE","Helianthus decapetalus"
"HEDI2","Helianthus divaricatus"
"HEDI5","Helianthus Ãdivariserratus"
"HEDO","Helianthus Ãdoronicoides"
"HEEG","Helianthus eggertii"
"HEFL2","Helianthus floridanus"
"HEGI","Helianthus giganteus"
"HEGL2","Helianthus glaucophyllus"
"HEGL10","Helianthus Ãglaucus"
"HEGR3","Helianthus gracilentus"
"HEGR4","Helianthus grosseserratus"
"HEHE4","Helianthus heterophyllus"
"HEHI2","Helianthus hirsutus"
"HEIN2","Helianthus Ãintermedius"
"HEKE2","Helianthus Ãkellermanii"
"HELA8","Helianthus laciniatus"
"HELA","Helianthus Ãlaetiflorus"
"HELA2","Helianthus laevigatus"
"HELO3","Helianthus longifolius"
"HELU4","Helianthus Ãluxurians"
"HEMA2","Helianthus maximiliani"
"HEMI3","Helianthus microcephalus"
"HEMO2","Helianthus mollis"
"HEMU2","Helianthus Ãmultiflorus"
"HENE","Helianthus neglectus"
"HENI3","Helianthus niveus"
"HENIC","Helianthus niveus ssp. canescens"
"HENIT","Helianthus niveus ssp. tephrodes"
"HENU","Helianthus nuttallii"
"HENUN","Helianthus nuttallii ssp. nuttallii"
"HENUP","Helianthus nuttallii ssp. parishii"
"HENUR","Helianthus nuttallii ssp. rydbergii"
"HEOC2","Helianthus occidentalis"
"HEOCO","Helianthus occidentalis ssp. occidentalis"
"HEOCP","Helianthus occidentalis ssp. plantagineus"
"HEOR","Helianthus Ãorgyaloides"
"HEPA2","Helianthus paradoxus"
"HEPA19","Helianthus pauciflorus"
"HEPAP2","Helianthus pauciflorus ssp. pauciflorus"
"HEPAS","Helianthus pauciflorus ssp. subrhomboideus"
"HEPE","Helianthus petiolaris"
"HEPEF","Helianthus petiolaris ssp. fallax"
"HEPEP","Helianthus petiolaris ssp. petiolaris"
"HEPO3","Helianthus porteri"
"HEPR2","Helianthus praecox"
"HEPRH","Helianthus praecox ssp. hirtus"
"HEPRP","Helianthus praecox ssp. praecox"
"HEPRR","Helianthus praecox ssp. runyonii"
"HEPR5","Helianthus praetermissus"
"HEPU3","Helianthus pumilus"
"HERA","Helianthus radula"
"HERE5","Helianthus resinosus"
"HESA2","Helianthus salicifolius"
"HESC3","Helianthus schweinitzii"
"HESI","Helianthus silphioides"
"HESI2","Helianthus simulans"
"HESM","Helianthus smithii"
"HEST","Helianthus strumosus"
"HETU","Helianthus tuberosus"
"HEVE3","Helianthus Ãverticillatus"
"HEMO3","Helictotrichon mortonianum"
"HEPA3","Helietta parvifolia"
"HEHI6","Heliomeris hispida"
"HELO6","Heliomeris longifolia"
"HELOA2","Heliomeris longifolia var. annua"
"HELOL","Heliomeris longifolia var. longifolia"
"HEMU3","Heliomeris multiflora"
"HEMUB","Heliomeris multiflora var. brevifolia"
"HEMUM2","Heliomeris multiflora var. macrocephala"
"HEMUM","Heliomeris multiflora var. multiflora"
"HEMUN","Heliomeris multiflora var. nevadensis"
"HESO2","Heliomeris soliceps"
"HEHE5","Heliopsis helianthoides"
"HEHEG","Heliopsis helianthoides var. gracilis"
"HEHEH","Heliopsis helianthoides var. helianthoides"
"HEHEO","Heliopsis helianthoides var. occidentalis"
"HEHES","Heliopsis helianthoides var. scabra"
"HEPA4","Heliopsis parvifolia"
"HEAN5","Heliotropium angiospermum"
"HECO4","Heliotropium confertifolium"
"HECO5","Heliotropium convolvulaceum"
"HECOC","Heliotropium convolvulaceum var. californicum"
"HECOC7","Heliotropium convolvulaceum var. convolvulaceum"
"HECU3","Heliotropium curassavicum"
"HECUC2","Heliotropium curassavicum var. curassavicum"
"HECUO2","Heliotropium curassavicum var. obovatum"
"HECUO","Heliotropium curassavicum var. oculatum"
"HEFR2","Heliotropium fruticosum"
"HEGL3","Heliotropium glabriusculum"
"HEGR6","Heliotropium greggii"
"HEMO4","Heliotropium molle"
"HEPO","Heliotropium polyphyllum"
"HEPR9","Heliotropium pringlei"
"HEPR3","Heliotropium procumbens"
"HEPRP2","Heliotropium procumbens var. procumbens"
"HERA5","Heliotropium racemosum"
"HETE3","Heliotropium tenellum"
"HETE4","Heliotropium texanum"
"HETO","Heliotropium torreyi"
"HEBU","Helonias bullata"
"HECO6","Hemitomes congestum"
"HEMI20","Hemizonella minima"
"HECO7","Hemizonia congesta"
"HECOC5","Hemizonia congesta ssp. calyculata"
"HECOC6","Hemizonia congesta ssp. clevelandii"
"HECOC2","Hemizonia congesta ssp. congesta"
"HECOL2","Hemizonia congesta ssp. leucocephala"
"HECOL3","Hemizonia congesta ssp. luzulifolia"
"HECOT","Hemizonia congesta ssp. tracyi"
"HECOV","Hemizonia congesta ssp. vernalis"
"HEFA","Hemizonia fasciculata"
"HEFI","Hemizonia fitchii"
"HEFL4","Hemizonia floribunda"
"HEKE","Hemizonia kelloggii"
"HELO4","Hemizonia lobbii"
"HEPA6","Hemizonia paniculata"
"HEIN3","Henrya insularis"
"HENO2","Hepatica nobilis"
"HENOA","Hepatica nobilis var. acuta"
"HENOO","Hepatica nobilis var. obtusa"
"HEMA80","Heracleum maximum"
"HELA6","Herbertia lahue"
"HELAC","Herbertia lahue ssp. caerulea"
"HECR3","Herissantia crispa"
"HEPA13","Hermannia pauciflora"
"HETE9","Hermannia texana"
"HEPA8","Hesperaloe parviflora"
"HEAC8","Hesperevax acaulis"
"HEACA","Hesperevax acaulis var. acaulis"
"HEACA2","Hesperevax acaulis var. ambusticola"
"HEACR","Hesperevax acaulis var. robustior"
"HECA30","Hesperevax caulescens"
"HESP9","Hesperevax sparsiflora"
"HESPB","Hesperevax sparsiflora var. brevifolia"
"HESPS2","Hesperevax sparsiflora var. sparsiflora"
"HEUN2","Hesperocallis undulata"
"HECA7","Hesperochiron californicus"
"HEPU6","Hesperochiron pumilus"
"HETE5","Hesperocnide tenella"
"HEAB2","Hesperocyparis abramsiana"
"HEABA","Hesperocyparis abramsiana var. abramsiana"
"HEABB","Hesperocyparis abramsiana var. butanoensis"
"HEAR22","Hesperocyparis arizonica"
"HEBA5","Hesperocyparis bakeri"
"HEFO10","Hesperocyparis forbesii"
"HEGL4","Hesperocyparis glabra"
"HEGO3","Hesperocyparis goveniana"
"HEMA21","Hesperocyparis macnabiana"
"HEMA22","Hesperocyparis macrocarpa"
"HENE2","Hesperocyparis nevadensis"
"HEPI11","Hesperocyparis pigmaea"
"HESA17","Hesperocyparis sargentii"
"HEST10","Hesperocyparis stephensonii"
"HESA13","Hesperodoria salicina"
"HESC15","Hesperodoria scopulorum"
"HEAD","Hesperolinon adenophyllum"
"HEBI3","Hesperolinon bicarpellatum"
"HEBR4","Hesperolinon breweri"
"HECA11","Hesperolinon californicum"
"HECL3","Hesperolinon clevelandii"
"HECO12","Hesperolinon congestum"
"HEDI3","Hesperolinon didymocarpum"
"HEDI4","Hesperolinon disjunctum"
"HEDR4","Hesperolinon drymarioides"
"HEMI9","Hesperolinon micranthum"
"HESP5","Hesperolinon spergulinum"
"HETE8","Hesperolinon tehamense"
"HECO26","Hesperostipa comata"
"HECOC8","Hesperostipa comata ssp. comata"
"HECOI","Hesperostipa comata ssp. intermedia"
"HECU9","Hesperostipa curtiseta"
"HENE5","Hesperostipa neomexicana"
"HESP11","Hesperostipa spartea"
"HENE7","Hesperoyucca newberryi"
"HEWH","Hesperoyucca whipplei"
"HEDU2","Heteranthera dubia"
"HELI2","Heteranthera limosa"
"HEME6","Heteranthera mexicana"
"HEMU5","Heteranthera multiflora"
"HEPE3","Heteranthera peduncularis"
"HERE","Heteranthera reniformis"
"HERO5","Heteranthera rotundifolia"
"HERA3","Heterocodon rariflorum"
"HEUN3","Heterodraba unilateralis"
"HEAR5","Heteromeles arbutifolia"
"HEARA2","Heteromeles arbutifolia var. arbutifolia"
"HEARC2","Heteromeles arbutifolia var. cerina"
"HEARM","Heteromeles arbutifolia var. macrocarpa"
"HECO10","Heteropogon contortus"
"HEME","Heteropogon melanocarpus"
"HEPI2","Heterosperma pinnatum"
"HEBA2","Heterotheca barbata"
"HECA16","Heterotheca camporum"
"HECAC2","Heterotheca camporum var. camporum"
"HECAG","Heterotheca camporum var. glandulissimum"
"HECA8","Heterotheca canescens"
"HEFU3","Heterotheca fulcrata"
"HEFUA2","Heterotheca fulcrata var. amplifolia"
"HEFUA","Heterotheca fulcrata var. arizonica"
"HEFUF","Heterotheca fulcrata var. fulcrata"
"HEFUS","Heterotheca fulcrata var. senilis"
"HEGR7","Heterotheca grandiflora"
"HEJO","Heterotheca jonesii"
"HEMA20","Heterotheca marginata"
"HEMO14","Heterotheca monarchensis"
"HEOR2","Heterotheca oregona"
"HEORC","Heterotheca oregona var. compacta"
"HEORO","Heterotheca oregona var. oregona"
"HEORR","Heterotheca oregona var. rudis"
"HEORS","Heterotheca oregona var. scaberrima"
"HEPU14","Heterotheca pumila"
"HERU3","Heterotheca rutteri"
"HESE","Heterotheca sessiliflora"
"HESEB2","Heterotheca sessiliflora ssp. bolanderi"
"HESEE2","Heterotheca sessiliflora ssp. echioides"
"HESEB3","Heterotheca sessiliflora ssp. echioides var. bolanderioides"
"HESEC","Heterotheca sessiliflora ssp. echioides var. camphorata"
"HESEE3","Heterotheca sessiliflora ssp. echioides var. echioides"
"HESEF2","Heterotheca sessiliflora ssp. fastigiata"
"HESEF3","Heterotheca sessiliflora ssp. fastigiata var. fastigiata"
"HESES","Heterotheca sessiliflora ssp. fastigiata var. sanjacintensis"
"HESES2","Heterotheca sessiliflora ssp. sessiliflora"
"HESH4","Heterotheca shevockii"
"HEST3","Heterotheca stenophylla"
"HESTA","Heterotheca stenophylla var. angustifolia"
"HESTS","Heterotheca stenophylla var. stenophylla"
"HESU3","Heterotheca subaxillaris"
"HEVI4","Heterotheca villosa"
"HEVIB","Heterotheca villosa var. ballardii"
"HEVID","Heterotheca villosa var. depressa"
"HEVIF","Heterotheca villosa var. foliosa"
"HEVIM3","Heterotheca villosa var. minor"
"HEVIN","Heterotheca villosa var. nana"
"HEVIP","Heterotheca villosa var. pedunculata"
"HEVIS","Heterotheca villosa var. scabra"
"HEVIS3","Heterotheca villosa var. sierrablancensis"
"HEVIV","Heterotheca villosa var. villosa"
"HEVI5","Heterotheca viscida"
"HEZI","Heterotheca zionensis"
"HEAB","Heuchera abramsii"
"HEAL8","Heuchera alba"
"HEAL4","Heuchera alpestris"
"HEAM6","Heuchera americana"
"HEAMA2","Heuchera americana var. americana"
"HEAMH","Heuchera americana var. hirsuticaulis"
"HEAMH2","Heuchera americana var. hispida"
"HEBR2","Heuchera bracteata"
"HEBR3","Heuchera brevistaminea"
"HECA36","Heuchera caespitosa"
"HECA23","Heuchera caroliniana"
"HECH","Heuchera chlorantha"
"HECU8","Heuchera Ãcuneata"
"HECY2","Heuchera cylindrica"
"HECYA","Heuchera cylindrica var. alpina"
"HECYC","Heuchera cylindrica var. cylindrica"
"HECYG","Heuchera cylindrica var. glabella"
"HECYO","Heuchera cylindrica var. orbicularis"
"HECYS","Heuchera cylindrica var. septentrionalis"
"HEDU3","Heuchera duranii"
"HEEA","Heuchera eastwoodiae"
"HEEL2","Heuchera elegans"
"HEFL14","Heuchera flabellifolia"
"HEFLF","Heuchera flabellifolia var. flabellifolia"
"HEFLS","Heuchera flabellifolia var. subsecta"
"HEGL5","Heuchera glabra"
"HEGL6","Heuchera glomerulata"
"HEGR8","Heuchera grossulariifolia"
"HEGRG","Heuchera grossulariifolia var. grossulariifolia"
"HEGRT","Heuchera grossulariifolia var. tenuifolia"
"HEHA2","Heuchera hallii"
"HEHI4","Heuchera hirsutissima"
"HELO5","Heuchera longiflora"
"HEMA4","Heuchera maxima"
"HEME2","Heuchera merriamii"
"HEMI7","Heuchera micrantha"
"HEMID2","Heuchera micrantha var. diversifolia"
"HEMIE2","Heuchera micrantha var. erubescens"
"HEMIH","Heuchera micrantha var. hartwegii"
"HEMIM4","Heuchera micrantha var. macropetala"
"HEMIM2","Heuchera micrantha var. micrantha"
"HENO","Heuchera novomexicana"
"HEPA9","Heuchera parishii"
"HEPA10","Heuchera parviflora"
"HEPAP4","Heuchera parviflora var. parviflora"
"HEPAP5","Heuchera parviflora var. puberula"
"HEPA11","Heuchera parvifolia"
"HEPAA","Heuchera parvifolia var. arizonica"
"HEPAF","Heuchera parvifolia var. flavescens"
"HEPAM","Heuchera parvifolia var. major"
"HEPAM2","Heuchera parvifolia var. microcarpa"
"HEPAN","Heuchera parvifolia var. nivalis"
"HEPAP6","Heuchera parvifolia var. parvifolia"
"HEPAU","Heuchera parvifolia var. utahensis"
"HEPI3","Heuchera pilosissima"
"HEPIH","Heuchera pilosissima var. hemisphaerica"
"HEPIP","Heuchera pilosissima var. pilosissima"
"HEPU7","Heuchera pubescens"
"HEPU10","Heuchera pulchella"
"HERI","Heuchera richardsonii"
"HERU","Heuchera rubescens"
"HERUA","Heuchera rubescens var. alpicola"
"HERUG","Heuchera rubescens var. glandulosa"
"HERUR2","Heuchera rubescens var. rubescens"
"HERUR","Heuchera rubescens var. rydbergiana"
"HERUT","Heuchera rubescens var. truncata"
"HERUV","Heuchera rubescens var. versicolor"
"HESA3","Heuchera sanguinea"
"HESAP","Heuchera sanguinea var. pulchra"
"HESAS","Heuchera sanguinea var. sanguinea"
"HEVI2","Heuchera villosa"
"HEVIA","Heuchera villosa var. arkansana"
"HEVIV2","Heuchera villosa var. villosa"
"HEWO2","Heuchera woodsiaphila"
"HEWO","Heuchera wootonii"
"HEAR23","Hexalectris arizonica"
"HECO18","Hexalectris colemanii"
"HENI2","Hexalectris nitida"
"HESP3","Hexalectris spicata"
"HESPS3","Hexalectris spicata var. spicata"
"HEWA","Hexalectris warnockii"
"HEAR6","Hexastylis arifolia"
"HEARA","Hexastylis arifolia var. arifolia"
"HEARC","Hexastylis arifolia var. callifolia"
"HEARR","Hexastylis arifolia var. ruthii"
"HECO19","Hexastylis contracta"
"HEHE12","Hexastylis heterophylla"
"HELE2","Hexastylis lewisii"
"HEMI13","Hexastylis minor"
"HENA3","Hexastylis naniflora"
"HERH","Hexastylis rhombiformis"
"HESH2","Hexastylis shuttleworthii"
"HESHH","Hexastylis shuttleworthii var. harperi"
"HESHS","Hexastylis shuttleworthii var. shuttleworthii"
"HESO5","Hexastylis sorriei"
"HESP4","Hexastylis speciosa"
"HEVI3","Hexastylis virginica"
"HIAC","Hibiscus aculeatus"
"HIBI2","Hibiscus bifurcatus"
"HIBI","Hibiscus biseptus"
"HICO2","Hibiscus coccineus"
"HICO","Hibiscus coulteri"
"HIDA","Hibiscus dasycalyx"
"HIDE","Hibiscus denudatus"
"HIFU","Hibiscus furcellatus"
"HIFUY","Hibiscus furcellatus var. youngianus"
"HIGR4","Hibiscus grandiflorus"
"HILA2","Hibiscus laevis"
"HILA6","Hibiscus lasiocarpos"
"HIMA6","Hibiscus martianus"
"HIMO","Hibiscus moscheutos"
"HIPO","Hibiscus poeppigii"
"HIST","Hibiscus striatus"
"HISTL2","Hibiscus striatus ssp. lambertianus"
"HIAL2","Hieracium albiflorum"
"HIAL4","Hieracium Ãalleghaniense"
"HIAR2","Hieracium argutum"
"HIBO","Hieracium bolanderi"
"HICA3","Hieracium canadense"
"HICAC","Hieracium canadense var. canadense"
"HICA4","Hieracium carneum"
"HICY","Hieracium cynoglossoides"
"HIFA2","Hieracium Ãfassettii"
"HIFAF","Hieracium Ãfassettii var. fassettii"
"HIFAM","Hieracium Ãfassettii var. mendicum"
"HIFAW","Hieracium Ãfassettii var. wisconsinense"
"HIFE","Hieracium fendleri"
"HIFED","Hieracium fendleri var. discolor"
"HIFEF","Hieracium fendleri var. fendleri"
"HIFEM","Hieracium fendleri var. mogollense"
"HIFE2","Hieracium Ãfernaldii"
"HIGR","Hieracium gracile"
"HIGRD","Hieracium gracile var. detonsum"
"HIGRG","Hieracium gracile var. gracile"
"HIGR2","Hieracium greenei"
"HIGR5","Hieracium greenii"
"HIGR7","Hieracium Ãgrohii"
"HIGRF2","Hieracium Ãgrohii var. farwellii"
"HIGRG2","Hieracium Ãgrohii var. grohii"
"HIGR3","Hieracium gronovii"
"HIHO","Hieracium horridum"
"HIKA2","Hieracium kalmii"
"HIKAF","Hieracium kalmii var. fasciculatum"
"HIKAK2","Hieracium kalmii var. kalmii"
"HIKAS2","Hieracium kalmii var. subintegrum"
"HILA4","Hieracium laevigatum"
"HILE2","Hieracium lemmonii"
"HILO","Hieracium longiberbe"
"HILO2","Hieracium longipilum"
"HIMA10","Hieracium marianum"
"HIME","Hieracium megacephalon"
"HIPA2","Hieracium paniculatum"
"HIPR2","Hieracium pringlei"
"HIRO4","Hieracium robinsonii"
"HIRU","Hieracium rusbyi"
"HISC","Hieracium scabrum"
"HISCI","Hieracium scabrum var. intonsum"
"HISCS","Hieracium scabrum var. scabrum"
"HISCT","Hieracium scabrum var. tonsum"
"HISC10","Hieracium schultzii"
"HISC2","Hieracium scouleri"
"HISCA","Hieracium scouleri var. albertinum"
"HISCN","Hieracium scouleri var. nudicaule"
"HISCS2","Hieracium scouleri var. scouleri"
"HISC11","Hieracium scribneri"
"HIUM","Hieracium umbellatum"
"HIVE","Hieracium venosum"
"HIHI","Hierochloe hirta"
"HIHIA","Hierochloe hirta ssp. arctica"
"HIOC","Hierochloe occidentalis"
"HIOD","Hierochloe odorata"
"HIBE","Hilaria belangeri"
"HIBEB","Hilaria belangeri var. belangeri"
"HIBEL","Hilaria belangeri var. longifolia"
"HISW","Hilaria swallenii"
"HIVO","Hippocratea volubilis"
"HIMA2","Hippomane mancinella"
"HIMO2","Hippuris montana"
"HIVU2","Hippuris vulgaris"
"HODR","Hoffmannseggia drepanocarpa"
"HODR3","Hoffmannseggia drummondii"
"HOGL2","Hoffmannseggia glauca"
"HOMI5","Hoffmannseggia microphylla"
"HOOX","Hoffmannseggia oxycarpa"
"HORE","Hoffmannseggia repens"
"HOTE","Hoffmannseggia tenella"
"HOMA4","Hoita macrostachya"
"HOOR","Hoita orbicularis"
"HOST3","Hoita strobilina"
"HOST2","Holacantha stewartii"
"HOLA2","Hollisteria lanata"
"HOPE2","Holmgrenanthe petrophila"
"HOHE","Holocarpha heermannii"
"HOMA","Holocarpha macradenia"
"HOOB","Holocarpha obconica"
"HOOBA","Holocarpha obconica ssp. autumnalis"
"HOOBO","Holocarpha obconica ssp. obconica"
"HOVI","Holocarpha virgata"
"HOVIE","Holocarpha virgata ssp. elongata"
"HOVIV","Holocarpha virgata ssp. virgata"
"HODI","Holodiscus discolor"
"HODU","Holodiscus dumosus"
"HOFI","Holozonia filipes"
"HOPE","Honckenya peploides"
"HOPEM2","Honckenya peploides ssp. major"
"HOPER2","Honckenya peploides ssp. robusta"
"HOAR","Hordeum arizonicum"
"HOBR2","Hordeum brachyantherum"
"HOBRB2","Hordeum brachyantherum ssp. brachyantherum"
"HOBRC2","Hordeum brachyantherum ssp. californicum"
"HODE2","Hordeum depressum"
"HOIN2","Hordeum intercedens"
"HOJU","Hordeum jubatum"
"HOJUI","Hordeum jubatum ssp. intermedium"
"HOJUJ","Hordeum jubatum ssp. jubatum"
"HOPU","Hordeum pusillum"
"HOBO2","Horkelia bolanderi"
"HOCA3","Horkelia californica"
"HOCAC","Horkelia californica ssp. californica"
"HOCAD","Horkelia californica ssp. dissita"
"HOCAF2","Horkelia californica ssp. frondosa"
"HOCL","Horkelia clevelandii"
"HOCO","Horkelia congesta"
"HOCOC","Horkelia congesta ssp. congesta"
"HOCON","Horkelia congesta ssp. nemorosa"
"HOCU","Horkelia cuneata"
"HOCUC","Horkelia cuneata ssp. cuneata"
"HOCUP","Horkelia cuneata ssp. puberula"
"HOCUS","Horkelia cuneata ssp. sericea"
"HODA","Horkelia daucifolia"
"HODAD","Horkelia daucifolia ssp. daucifolia"
"HODAL","Horkelia daucifolia ssp. latior"
"HOFU","Horkelia fusca"
"HOFUC2","Horkelia fusca ssp. capitata"
"HOFUF","Horkelia fusca ssp. filicoides"
"HOFUF2","Horkelia fusca ssp. fusca"
"HOFUP2","Horkelia fusca ssp. parviflora"
"HOFUP3","Horkelia fusca ssp. pseudocapitata"
"HOFUT","Horkelia fusca ssp. tenella"
"HOHE2","Horkelia hendersonii"
"HOHI","Horkelia hispidula"
"HOMA3","Horkelia marinensis"
"HOPA2","Horkelia parryi"
"HORY","Horkelia rydbergii"
"HOSE","Horkelia sericata"
"HOTE2","Horkelia tenuiloba"
"HOTR","Horkelia tridentata"
"HOTRF","Horkelia tridentata ssp. flavescens"
"HOTRT","Horkelia tridentata ssp. tridentata"
"HOTR2","Horkelia truncata"
"HOTU","Horkelia tularensis"
"HOWI","Horkelia wilderae"
"HOYA2","Horkelia yadonii"
"HOCO5","Horkeliella congdonis"
"HOPU8","Horkeliella purpurascens"
"HOPR4","Hornungia procumbens"
"HOAL","Horsfordia alata"
"HONE","Horsfordia newberryi"
"HOIN","Hottonia inflata"
"HOAC","Houstonia acerosa"
"HOACA2","Houstonia acerosa var. acerosa"
"HOACP2","Houstonia acerosa var. polypremoides"
"HOCA4","Houstonia caerulea"
"HOCA5","Houstonia canadensis"
"HOCO2","Houstonia correllii"
"HOCR","Houstonia croftiae"
"HOHU","Houstonia humifusa"
"HOLO","Houstonia longifolia"
"HOMI4","Houstonia micrantha"
"HOOU","Houstonia ouachitana"
"HOPA3","Houstonia parviflora"
"HOPR","Houstonia procumbens"
"HOPU2","Houstonia purpurea"
"HOPUC","Houstonia purpurea var. calycosa"
"HOPUM","Houstonia purpurea var. montana"
"HOPUP3","Houstonia purpurea var. purpurea"
"HOPU3","Houstonia pusilla"
"HORO","Houstonia rosea"
"HORU","Houstonia rubra"
"HOSE2","Houstonia serpyllifolia"
"HOSU","Houstonia subviscosa"
"HOWR","Houstonia wrightii"
"HODA2","Howellanthus dalesianus"
"HOAQ","Howellia aquatilis"
"HOOV","Howelliella ovata"
"HUER","Hudsonia ericoides"
"HUMO","Hudsonia montana"
"HUTO","Hudsonia tomentosa"
"HUTOI","Hudsonia tomentosa var. intermedia"
"HUTOT","Hudsonia tomentosa var. tomentosa"
"HUAL","Hulsea algida"
"HUBR","Hulsea brevifolia"
"HUCA","Hulsea californica"
"HUHE","Hulsea heterochroma"
"HUME","Hulsea mexicana"
"HUNA","Hulsea nana"
"HUVE","Hulsea vestita"
"HUVEC","Hulsea vestita ssp. callicarpha"
"HUVEG","Hulsea vestita ssp. gabrielensis"
"HUVEI","Hulsea vestita ssp. inyoensis"
"HUVEP","Hulsea vestita ssp. parryi"
"HUVEP2","Hulsea vestita ssp. pygmaea"
"HUVEV","Hulsea vestita ssp. vestita"
"HULU","Humulus lupulus"
