"DEBI3","Dennstaedtia bipinnata"
"DECI3","Dennstaedtia cicutaria"
"DEGL6","Dennstaedtia globulifera"
"DEPU2","Dennstaedtia punctilobula"
"DEAC4","Deparia acrostichoides"
"DEBE2","Deschampsia beringensis"
"DECE","Deschampsia cespitosa"
"DEDA","Deschampsia danthonioides"
"DEEL","Deschampsia elongata"
"DEFL","Deschampsia flexuosa"
"DEFLF","Deschampsia flexuosa var. flexuosa"
"DEFLM","Deschampsia flexuosa var. montana"
"DEHO2","Deschampsia holciformis"
"DECA6","Descurainia californica"
"DEIN5","Descurainia incana"
"DEINI","Descurainia incana ssp. incana"
"DEINI2","Descurainia incana ssp. incisa"
"DEINP","Descurainia incana ssp. procera"
"DEINV","Descurainia incana ssp. viscosa"
"DEOB","Descurainia obtusa"
"DEOBA","Descurainia obtusa ssp. adenophora"
"DEOBO","Descurainia obtusa ssp. obtusa"
"DEPA14","Descurainia paradisa"
"DEPAN","Descurainia paradisa ssp. nevadensis"
"DEPAP10","Descurainia paradisa ssp. paradisa"
"DEPI","Descurainia pinnata"
"DEPIB","Descurainia pinnata ssp. brachycarpa"
"DEPIF","Descurainia pinnata ssp. filipes"
"DEPIG","Descurainia pinnata ssp. glabra"
"DEPIH","Descurainia pinnata ssp. halictorum"
"DEPII","Descurainia pinnata ssp. intermedia"
"DEPIM","Descurainia pinnata ssp. menziesii"
"DEPIN","Descurainia pinnata ssp. nelsonii"
"DEPIO2","Descurainia pinnata ssp. ochroleuca"
"DEPIP2","Descurainia pinnata ssp. paysonii"
"DEPIP3","Descurainia pinnata ssp. pinnata"
"DERA2","Descurainia ramosissima"
"DEAC3","Desmanthus acuminatus"
"DEBI8","Desmanthus bicornutus"
"DECO2","Desmanthus cooleyi"
"DECO4","Desmanthus covillei"
"DEGL8","Desmanthus glandulosus"
"DEIL","Desmanthus illinoensis"
"DELE2","Desmanthus leptolobus"
"DELE8","Desmanthus leptophyllus"
"DEOB2","Desmanthus obtusus"
"DERE3","Desmanthus reticulatus"
"DETA","Desmanthus tatuhyensis"
"DETAB","Desmanthus tatuhyensis var. brevipes"
"DEVE2","Desmanthus velutinus"
"DEVI3","Desmanthus virgatus"
"DEAR2","Desmodium arizonicum"
"DEBA3","Desmodium batocaulon"
"DECA7","Desmodium canadense"
"DECA8","Desmodium canescens"
"DECI","Desmodium ciliare"
"DECIC","Desmodium ciliare var. ciliare"
"DECIL","Desmodium ciliare var. lancifolium"
"DECI2","Desmodium cinerascens"
"DECU","Desmodium cuspidatum"
"DECUC","Desmodium cuspidatum var. cuspidatum"
"DECUL","Desmodium cuspidatum var. longifolium"
"DEFE","Desmodium fernaldii"
"DEFL3","Desmodium floridanum"
"DEGL4","Desmodium glabellum"
"DEGL5","Desmodium glutinosum"
"DEGR2","Desmodium grahamii"
"DEGR5","Desmodium gramineum"
"DEHU3","Desmodium humifusum"
"DEIL2","Desmodium illinoense"
"DELA2","Desmodium laevigatum"
"DELI","Desmodium lindheimeri"
"DELI2","Desmodium lineatum"
"DEMA2","Desmodium marilandicum"
"DEME2","Desmodium metcalfei"
"DENE","Desmodium neomexicanum"
"DENU4","Desmodium nudiflorum"
"DENU5","Desmodium nuttallii"
"DEOB5","Desmodium obtusum"
"DEOC2","Desmodium ochroleucum"
"DEPA6","Desmodium paniculatum"
"DEPAE","Desmodium paniculatum var. epetiolatum"
"DEPAP2","Desmodium paniculatum var. paniculatum"
"DEPA7","Desmodium pauciflorum"
"DEPE80","Desmodium perplexum"
"DEPR2","Desmodium procumbens"
"DEPRE","Desmodium procumbens var. exiguum"
"DEPS","Desmodium psilocarpum"
"DEPS2","Desmodium psilophyllum"
"DERE4","Desmodium retinens"
"DERO2","Desmodium rosei"
"DERO3","Desmodium rotundifolium"
"DESC3","Desmodium scopulorum"
"DESC5","Desmodium scorpiurus"
"DESE","Desmodium sessilifolium"
"DEST2","Desmodium strictum"
"DETE3","Desmodium tenuifolium"
"DETO","Desmodium tortuosum"
"DETW","Desmodium tweedyi"
"DEVI4","Desmodium viridiflorum"
"DISM3","Diamorpha smallii"
"DILA","Diapensia lapponica"
"DILAL","Diapensia lapponica var. lapponica"
"DIAM","Diarrhena americana"
"DIOB3","Diarrhena obovata"
"DICA","Dicentra canadensis"
"DICU","Dicentra cucullaria"
"DIEX","Dicentra eximia"
"DIFO","Dicentra formosa"
"DIFOF","Dicentra formosa ssp. formosa"
"DIFOO","Dicentra formosa ssp. oregona"
"DINE","Dicentra nevadensis"
"DIPA","Dicentra pauciflora"
"DIUN","Dicentra uniflora"
"DICH4","Dicerandra christmanii"
"DICO5","Dicerandra cornutissima"
"DIDE5","Dicerandra densiflora"
"DIFR","Dicerandra frutescens"
"DIFRF2","Dicerandra frutescens ssp. frutescens"
"DIFRM","Dicerandra frutescens ssp. modesta"
"DIIM","Dicerandra immaculata"
"DIIMS","Dicerandra immaculata var. savannarum"
"DILI3","Dicerandra linearifolia"
"DILIL2","Dicerandra linearifolia var. linearifolia"
"DILIR","Dicerandra linearifolia var. robustior"
"DIOD","Dicerandra odoratissima"
"DIRA2","Dicerandra radfordiana"
"DITH3","Dicerandra Ãthinicola"
"DICA2","Dichaetophora campestris"
"DIAC","Dichanthelium aciculare"
"DIAC2","Dichanthelium acuminatum"
"DIACA","Dichanthelium acuminatum var. acuminatum"
"DIACF","Dichanthelium acuminatum var. fasciculatum"
"DIACL","Dichanthelium acuminatum var. lindheimeri"
"DIACS","Dichanthelium acuminatum var. sericeum"
"DIACT2","Dichanthelium acuminatum var. thermale"
"DIACT","Dichanthelium acuminatum var. thurowii"
"DIBO","Dichanthelium boreale"
"DIBO2","Dichanthelium boscii"
"DICL","Dichanthelium clandestinum"
"DICO2","Dichanthelium commutatum"
"DICO4","Dichanthelium consanguineum"
"DIDE4","Dichanthelium depauperatum"
"DIDI6","Dichanthelium dichotomum"
"DIDIB","Dichanthelium dichotomum var. breve"
"DIDID","Dichanthelium dichotomum var. dichotomum"
"DIDIE","Dichanthelium dichotomum var. ensifolium"
"DIDIG","Dichanthelium dichotomum var. glabrifolium"
"DIDIT","Dichanthelium dichotomum var. tenue"
"DIER4","Dichanthelium erectifolium"
"DIHI13","Dichanthelium hirstii"
"DILA8","Dichanthelium latifolium"
"DILA9","Dichanthelium laxiflorum"
"DILE2","Dichanthelium leibergii"
"DILE4","Dichanthelium leucothrix"
"DILI2","Dichanthelium linearifolium"
"DILO4","Dichanthelium longiligulatum"
"DIMA5","Dichanthelium malacophyllum"
"DIME2","Dichanthelium meridionale"
"DINO","Dichanthelium nodatum"
"DIOL","Dichanthelium oligosanthes"
"DIOLO","Dichanthelium oligosanthes var. oligosanthes"
"DIOLS","Dichanthelium oligosanthes var. scribnerianum"
"DIOV","Dichanthelium ovale"
"DIOVA","Dichanthelium ovale var. addisonii"
"DIOVO","Dichanthelium ovale var. ovale"
"DIPE4","Dichanthelium pedicellatum"
"DIRA","Dichanthelium ravenelii"
"DISA5","Dichanthelium sabulorum"
"DISAP","Dichanthelium sabulorum var. patulum"
"DISAT","Dichanthelium sabulorum var. thinium"
"DISC2","Dichanthelium scabriusculum"
"DISC4","Dichanthelium Ãscoparioides"
"DISC3","Dichanthelium scoparium"
"DISP2","Dichanthelium sphaerocarpon"
"DISPI","Dichanthelium sphaerocarpon var. isophyllum"
"DISPS3","Dichanthelium sphaerocarpon var. sphaerocarpon"
"DISP4","Dichanthelium spretum"
"DIST5","Dichanthelium strigosum"
"DISTG","Dichanthelium strigosum var. glabrescens"
"DISTL","Dichanthelium strigosum var. leucoblepharis"
"DISTS","Dichanthelium strigosum var. strigosum"
"DIVI7","Dichanthelium villosissimum"
"DIVIP","Dichanthelium villosissimum var. praecocius"
"DIVIV","Dichanthelium villosissimum var. villosissimum"
"DIWI5","Dichanthelium wilcoxianum"
"DIWR3","Dichanthelium wrightianum"
"DIXA","Dichanthelium xanthophysum"
"DICA14","Dichelostemma capitatum"
"DICAC5","Dichelostemma capitatum ssp. capitatum"
"DICAP","Dichelostemma capitatum ssp. pauciflorum"
"DICO19","Dichelostemma congestum"
"DIID","Dichelostemma ida-maia"
"DIMU5","Dichelostemma multiflorum"
"DIVE6","Dichelostemma Ãvenustum"
"DIVO","Dichelostemma volubile"
"DIAR2","Dichondra argentea"
"DIBR","Dichondra brachypoda"
"DICA3","Dichondra carolinensis"
"DIDO3","Dichondra donelliana"
"DIOC2","Dichondra occidentalis"
"DIRE2","Dichondra recurvata"
"DISE8","Dichondra sericea"
"DICI3","Dichromanthus cinnabarinus"
"DIBR2","Dicliptera brachiata"
"DIRE4","Dicliptera resupinata"
"DISE9","Dicliptera sexangularis"
"DICA4","Dicoria canescens"
"DICAB","Dicoria canescens ssp. brandegeei"
"DICAC2","Dicoria canescens ssp. canescens"
"DICAC","Dicoria canescens ssp. clarkiae"
"DICAH","Dicoria canescens ssp. hispidula"
"DICAW","Dicoria canescens ssp. wetherillii"
"DIPA3","Dicranocarpus parviflorus"
"DIFL2","Dicranopteris flexuosa"
"DIDI","Didiplis diandra"
"DILO","Diervilla lonicera"
"DIRI","Diervilla rivularis"
"DISE","Diervilla sessilifolia"
"DIAR7","Digitaria arenicola"
"DIBI","Digitaria bicornis"
"DICA8","Digitaria californica"
"DICI","Digitaria ciliaris"
"DICO6","Digitaria cognata"
"DIDO","Digitaria dolichophylla"
"DIFI","Digitaria filiformis"
"DIFL","Digitaria floridana"
"DIGR","Digitaria gracillima"
"DIHI3","Digitaria hitchcockii"
"DIIN2","Digitaria insularis"
"DILO2","Digitaria longiflora"
"DIPA6","Digitaria patens"
"DIPA5","Digitaria pauciflora"
"DIPU9","Digitaria pubiflora"
"DISE3","Digitaria serotina"
"DISI","Digitaria simpsonii"
"DITE","Digitaria texana"
"DIVI","Digitaria villosa"
"DIHO2","Dimeresia howellii"
"DICA31","Dimorphocarpa candicans"
"DIPI2","Dimorphocarpa pinnatifida"
"DIWI2","Dimorphocarpa wislizeni"
"DIMU","Dioclea multiflora"
"DITE2","Diodia teres"
"DITEA","Diodia teres var. angustata"
"DITEH2","Diodia teres var. hirsutior"
"DITEH","Diodia teres var. hystricina"
"DITEO","Diodia teres var. oblongifolia"
"DITET","Diodia teres var. teres"
"DIVI3","Diodia virginiana"
"DIVIA","Diodia virginiana var. attenuata"
"DIVIL","Diodia virginiana var. latifolia"
"DIVIV2","Diodia virginiana var. virginiana"
"DIMU4","Dionaea muscipula"
"DIFL4","Dioscorea floridana"
"DIQU","Dioscorea quaternata"
"DIVI4","Dioscorea villosa"
"DITE3","Diospyros texana"
"DIVI5","Diospyros virginiana"
"DICY2","Diphylleia cymosa"
"DITH","Diphysa thurberi"
"DIAR6","Diplacus aridus"
"DIAU","Diplacus aurantiacus"
"DIAUA","Diplacus aurantiacus ssp. aurantiacus"
"DIAUA2","Diplacus aurantiacus ssp. australis"
"DICA12","Diplacus calycinus"
"DICL2","Diplacus clevelandii"
"DIFA3","Diplacus fasciculatus"
"DIGR5","Diplacus grandiflorus"
"DILI4","Diplacus linearis"
"DILO5","Diplacus lompocensis"
"DILO6","Diplacus longiflorus"
"DIPA10","Diplacus parviflorus"
"DIPU4","Diplacus puniceus"
"DIRU3","Diplacus rutilus"
"DILO3","Diplazium lonchophyllum"
"DIPY","Diplazium pycnocarpon"
"DIOC3","Dirca occidentalis"
"DIPA9","Dirca palustris"
"DICA5","Dissanthelium californicum"
"DISP","Distichlis spicata"
"DICA7","Dithyrea californica"
"DIMA6","Dithyrea maritima"
"DIFR6","Ditrysinia fruticosa"
"DOLE","Dodecahema leptoceras"
"DOAL","Dodecatheon alpinum"
"DOALA","Dodecatheon alpinum ssp. alpinum"
"DOALM","Dodecatheon alpinum ssp. majus"
"DOAM","Dodecatheon amethystinum"
"DOAU","Dodecatheon austrofrigidum"
"DOCL","Dodecatheon clevelandii"
"DOCLC","Dodecatheon clevelandii ssp. clevelandii"
"DOCLI","Dodecatheon clevelandii ssp. insulare"
"DOCLP","Dodecatheon clevelandii ssp. patulum"
"DOCLS","Dodecatheon clevelandii ssp. sanctarum"
"DOCO","Dodecatheon conjugens"
"DOCOC3","Dodecatheon conjugens ssp. conjugens"
"DOCOV2","Dodecatheon conjugens ssp. viscidum"
"DODE","Dodecatheon dentatum"
"DODED2","Dodecatheon dentatum ssp. dentatum"
"DODEE","Dodecatheon dentatum ssp. ellisiae"
"DODEU","Dodecatheon dentatum ssp. utahense"
"DOFR2","Dodecatheon frenchii"
"DOHE","Dodecatheon hendersonii"
"DOHEC","Dodecatheon hendersonii ssp. cruciatum"
"DOHEH3","Dodecatheon hendersonii ssp. hansenii"
"DOHEH","Dodecatheon hendersonii ssp. hendersonii"
"DOHEP","Dodecatheon hendersonii ssp. parvifolium"
"DOJE","Dodecatheon jeffreyi"
"DOJEJ","Dodecatheon jeffreyi ssp. jeffreyi"
"DOJEP","Dodecatheon jeffreyi ssp. pygmaeum"
"DOME","Dodecatheon meadia"
"DOMEB2","Dodecatheon meadia ssp. brachycarpum"
"DOMEM3","Dodecatheon meadia ssp. meadia"
"DOPO","Dodecatheon poeticum"
"DOPU","Dodecatheon pulchellum"
"DOPUC","Dodecatheon pulchellum ssp. cusickii"
"DOPUM2","Dodecatheon pulchellum ssp. macrocarpum"
"DOPUM3","Dodecatheon pulchellum ssp. monanthum"
"DOPUP2","Dodecatheon pulchellum ssp. pulchellum"
"DORE","Dodecatheon redolens"
"DOSU","Dodecatheon subalpinum"
"DOVI","Dodonaea viscosa"
"DOIN2","Doellingeria infirma"
"DOSE","Doellingeria sericocarpoides"
"DOUM2","Doellingeria umbellata"
"DOUMP2","Doellingeria umbellata var. pubens"
"DOUMU","Doellingeria umbellata var. umbellata"
"DOCO3","Dorstenia contrajerva"
"DOID","Douglasia idahoensis"
"DOLA","Douglasia laevigata"
"DOLAC","Douglasia laevigata var. ciliolata"
"DOLAL","Douglasia laevigata var. laevigata"
"DOMO","Douglasia montana"
"DONI","Douglasia nivalis"
"DONID","Douglasia nivalis var. dentata"
"DONIN","Douglasia nivalis var. nivalis"
"DOBA","Downingia bacigalupii"
"DOBE","Downingia bella"
"DOBI","Downingia bicornuta"
"DOBIB","Downingia bicornuta var. bicornuta"
"DOBIP","Downingia bicornuta var. picta"
"DOCO2","Downingia concolor"
"DOCOB","Downingia concolor var. brevior"
"DOCOC","Downingia concolor var. concolor"
"DOCOT","Downingia concolor var. tricolor"
"DOCU","Downingia cuspidata"
"DOEL","Downingia elegans"
"DOELB","Downingia elegans var. brachypetala"
"DOELE","Downingia elegans var. elegans"
"DOIN","Downingia insignis"
"DOLA2","Downingia laeta"
"DOMO2","Downingia montana"
"DOOR","Downingia ornatissima"
"DOORE","Downingia ornatissima var. eximia"
"DOORO","Downingia ornatissima var. ornatissima"
"DOPU2","Downingia pulchella"
"DOPU3","Downingia pusilla"
"DOYI","Downingia yina"
"DRAL4","Draba albertina"
"DRAP2","Draba aprica"
"DRAR","Draba arabisans"
"DRAR2","Draba argyrea"
"DRAR4","Draba arida"
"DRAS","Draba asprella"
"DRASA","Draba asprella var. asprella"
"DRASK","Draba asprella var. kaibabensis"
"DRASS","Draba asprella var. stelligera"
"DRASZ","Draba asprella var. zionensis"
"DRAS2","Draba asterophora"
"DRASA2","Draba asterophora var. asterophora"
"DRASM","Draba asterophora var. macrocarpa"
"DRAU","Draba aurea"
"DRAU2","Draba aureola"
"DRBO","Draba borealis"
"DRBR","Draba brachycarpa"
"DRBR4","Draba brachystylis"
"DRBR2","Draba breweri"
"DRBRB","Draba breweri var. breweri"
"DRBRC","Draba breweri var. cana"
"DRBU2","Draba burkei"
"DRCA","Draba calcifuga"
"DRCA5","Draba californica"
"DRCA6","Draba carnosula"
"DRCO","Draba corrugata"
"DRCOC","Draba corrugata var. corrugata"
"DRCOS","Draba corrugata var. saxosa"
"DRCR","Draba crassa"
"DRCR2","Draba crassifolia"
"DRCR3","Draba cruciata"
"DRCU","Draba cuneifolia"
"DRCUC","Draba cuneifolia var. cuneifolia"
"DRCUI","Draba cuneifolia var. integrifolia"
"DRCUS","Draba cuneifolia var. sonorae"
"DRCU2","Draba cusickii"
"DRCUC3","Draba cusickii var. cusickii"
"DRDA","Draba daviesiae"
"DRDE","Draba densifolia"
"DREX3","Draba exunguiculata"
"DRFL","Draba fladnizensis"
"DRFLF2","Draba fladnizensis var. fladnizensis"
"DRFLP","Draba fladnizensis var. pattersonii"
"DRGL","Draba glabella"
"DRGLG2","Draba glabella var. glabella"
"DRGL6","Draba globosa"
"DRGR2","Draba graminea"
"DRGR3","Draba grayana"
"DRHE","Draba helleriana"
"DRHEB","Draba helleriana var. bifurcata"
"DRHEB2","Draba helleriana var. blumeri"
"DRHEH","Draba helleriana var. helleriana"
"DRHEP","Draba helleriana var. patens"
"DRHI2","Draba hitchcockii"
"DRHO","Draba howellii"
"DRIN","Draba incana"
"DRIN2","Draba incerta"
"DRINI4","Draba incerta var. incerta"
"DRIN8","Draba incrassata"
"DRJA","Draba jaegeri"
"DRJU2","Draba juvenilis"
"DRKA3","Draba kassii"
"DRLA","Draba lactea"
"DRLE","Draba lemmonii"
"DRLEC","Draba lemmonii var. cyclomorpha"
"DRLEL","Draba lemmonii var. lemmonii"
"DRLO","Draba lonchocarpa"
"DRLOL","Draba lonchocarpa var. lonchocarpa"
"DRLOT","Draba lonchocarpa var. thompsonii"
"DRLOV","Draba lonchocarpa var. vestita"
"DRMA7","Draba macounii"
"DRMA2","Draba maguirei"
"DRMAM","Draba maguirei var. maguirei"
"DRMO3","Draba mogollonica"
"DRMO4","Draba monoensis"
"DRNE","Draba nemorosa"
"DRNO5","Draba norvegica"
"DRNON2","Draba norvegica var. norvegica"
"DROL","Draba oligosperma"
"DROR","Draba oreibata"
"DRORO","Draba oreibata var. oreibata"
"DRORS","Draba oreibata var. serpentina"
"DRPA8","Draba paucifructa"
"DRPA","Draba paysonii"
"DRPAP","Draba paysonii var. paysonii"
"DRPAT","Draba paysonii var. treleasii"
"DRPE7","Draba pedicellata"
"DRPE3","Draba pennellii"
"DRPE2","Draba petrophila"
"DRPEP","Draba petrophila var. petrophila"
"DRPEV","Draba petrophila var. viridis"
"DRPL","Draba platycarpa"
"DRPO2","Draba porsildii"
"DRPOB","Draba porsildii var. brevicula"
"DRPOP","Draba porsildii var. porsildii"
"DRPR","Draba praealta"
"DRPT","Draba pterosperma"
"DRRA","Draba ramosissima"
"DRRA2","Draba ramulosa"
"DRRE","Draba rectifructa"
"DRRE2","Draba reptans"
"DRRU","Draba ruaxes"
"DRSH","Draba sharsmithii"
"DRSI","Draba sierrae"
"DRSM","Draba smithii"
"DRSO","Draba sobolifera"
"DRSP","Draba spectabilis"
"DRSPO","Draba spectabilis var. oxyloba"
"DRSPS","Draba spectabilis var. spectabilis"
"DRSP2","Draba sphaerocarpa"
"DRSP6","Draba sphaeroides"
"DRST","Draba standleyi"
"DRST2","Draba stenoloba"
"DRSTR","Draba stenoloba var. ramosa"
"DRSTS","Draba stenoloba var. stenoloba"
"DRST5","Draba streptobrachia"
"DRST4","Draba streptocarpa"
"DRSU","Draba subalpina"
"DRSU3","Draba subumbellata"
"DRTR3","Draba trichocarpa"
"DRVE","Draba ventosa"
"DRWE","Draba weberi"
"DRPA2","Dracocephalum parviflorum"
"DRAM","Dracopis amplexicaulis"
"DRSY","Draperia systyla"
"DRAN","Drosera anglica"
"DRBE4","Drosera Ãbelezeana"
"DRBR3","Drosera brevifolia"
"DRCA2","Drosera capillaris"
"DRFI","Drosera filiformis"
"DRHY2","Drosera Ãhybrida"
"DRIN3","Drosera intermedia"
"DRLI","Drosera linearis"
"DROB","Drosera Ãobovata"
"DRRO","Drosera rotundifolia"
"DRROC","Drosera rotundifolia var. comosa"
"DRROR","Drosera rotundifolia var. rotundifolia"
"DRTR4","Drosera tracyi"
"DRDR","Dryas drummondii"
"DRDRD","Dryas drummondii var. drummondii"
"DRIN4","Dryas integrifolia"
"DRINI2","Dryas integrifolia ssp. integrifolia"
"DROC","Dryas octopetala"
"DROCH","Dryas octopetala ssp. hookeriana"
"DROCO","Dryas octopetala ssp. octopetala"
"DROCA3","Dryas octopetala ssp. octopetala var. angustifolia"
"DRCO2","Drymaria cordata"
"DRCOC2","Drymaria cordata ssp. cordata"
"DREF","Drymaria effusa"
"DREFD","Drymaria effusa var. depressa"
"DREFE","Drymaria effusa var. effusa"
"DRGL5","Drymaria glandulosa"
"DRLA4","Drymaria laxiflora"
"DRLE3","Drymaria leptophylla"
"DRMO2","Drymaria molluginea"
"DRPA3","Drymaria pachyphylla"
"DRVI4","Drymaria viscosa"
"DRRU2","Dryopetalon runcinatum"
"DRAR3","Dryopteris arguta"
"DRAU5","Dryopteris Ãaustralis"
"DRBE","Dryopteris Ãbenedictii"
"DRBO2","Dryopteris Ãboottii"
"DRBU","Dryopteris Ãburgessii"
"DRCA3","Dryopteris campyloptera"
"DRCA11","Dryopteris carthusiana"
"DRCE","Dryopteris celsa"
"DRCI2","Dryopteris cinnamomea"
"DRCL","Dryopteris clintoniana"
"DRCO7","Dryopteris Ãcorrellii"
"DRCR4","Dryopteris cristata"
"DRDO2","Dryopteris Ãdowellii"
"DREX2","Dryopteris expansa"
"DRFI2","Dryopteris filix-mas"
"DRFR","Dryopteris fragrans"
"DRGO","Dryopteris goldiana"
"DRIN5","Dryopteris intermedia"
"DRLE2","Dryopteris Ãleedsii"
"DRLU","Dryopteris ludoviciana"
"DRMA4","Dryopteris marginalis"
"DRMI6","Dryopteris Ãmickelii"
"DRNE2","Dryopteris Ãneowherryi"
"DRPI2","Dryopteris Ãpittsfordensis"
"DRRO2","Dryopteris rossii"
"DRSE2","Dryopteris Ãseparabilis"
"DRSL","Dryopteris Ãslossoniae"
"DRTR","Dryopteris Ãtriploidea"
"DRUL2","Dryopteris Ãuliginosa"
"DRDI","Drypetes diversifolia"
"DRLA3","Drypetes lateriflora"
"DUAB","Dudleya abramsii"
"DUABA","Dudleya abramsii ssp. abramsii"
"DUABA2","Dudleya abramsii ssp. affinis"
"DUABB","Dudleya abramsii ssp. bettinae"
"DUABM","Dudleya abramsii ssp. murina"
"DUABP","Dudleya abramsii ssp. parva"
"DUAT","Dudleya attenuata"
"DUATO","Dudleya attenuata ssp. orcuttii"
"DUBL","Dudleya blochmaniae"
"DUBLB","Dudleya blochmaniae ssp. blochmaniae"
"DUBLB2","Dudleya blochmaniae ssp. brevifolia"
"DUBLI","Dudleya blochmaniae ssp. insularis"
"DUCA4","Dudleya caespitosa"
"DUCA3","Dudleya calcicola"
"DUCA2","Dudleya candelabrum"
"DUCO","Dudleya collomiae"
"DUCY","Dudleya cymosa"
"DUCYA","Dudleya cymosa ssp. agourensis"
"DUCYC","Dudleya cymosa ssp. costafolia"
"DUCYC2","Dudleya cymosa ssp. crebrifolia"
"DUCYC3","Dudleya cymosa ssp. cymosa"
"DUCYM","Dudleya cymosa ssp. marcescens"
"DUCYO","Dudleya cymosa ssp. ovatifolia"
"DUCYP","Dudleya cymosa ssp. paniculata"
"DUCYP2","Dudleya cymosa ssp. pumila"
"DUDE2","Dudleya densiflora"
"DUED","Dudleya edulis"
"DUFA","Dudleya farinosa"
"DUGN","Dudleya gnoma"
"DUGR","Dudleya greenei"
"DULA","Dudleya lanceolata"
"DUMU","Dudleya multicaulis"
"DUNE","Dudleya nesiotica"
"DUPA2","Dudleya palmeri"
"DUPU","Dudleya pulverulenta"
"DUPUA2","Dudleya pulverulenta ssp. arizonica"
"DUPUP","Dudleya pulverulenta ssp. pulverulenta"
"DUSA","Dudleya saxosa"
"DUSAA","Dudleya saxosa ssp. aloides"
"DUSAS","Dudleya saxosa ssp. saxosa"
"DUSE","Dudleya setchellii"
"DUST","Dudleya stolonifera"
"DUTR","Dudleya traskiae"
"DUVA","Dudleya variegata"
"DUVE","Dudleya verityi"
"DUVI","Dudleya virens"
"DUVIH","Dudleya virens ssp. hassei"
"DUVII","Dudleya virens ssp. insularis"
"DUVIV","Dudleya virens ssp. virens"
"DUVI2","Dudleya viscida"
"DUAR3","Dulichium arundinaceum"
"DUARA","Dulichium arundinaceum var. arundinaceum"
"DUER","Duranta erecta"
"DYAN","Dyschoriste angusta"
"DYCR","Dyschoriste crenulata"
"DYHU","Dyschoriste humistrata"
"DYLI","Dyschoriste linearis"
"DYLIL","Dyschoriste linearis var. linearis"
"DYLIS","Dyschoriste linearis var. sanpatriciensis"
"DYOB","Dyschoriste oblongifolia"
"DYSC","Dyschoriste schiedeana"
"DYSCC","Dyschoriste schiedeana var. cinerascens"
"DYSCD","Dyschoriste schiedeana var. decumbens"
"DYTA2","Dysodiopsis tagetoides"
"DYPA","Dyssodia papposa"
"EAEL","Eastwoodia elegans"
"EANI","Eatonella nivea"
"EBEB","Ebenopsis ebano"
"ECCH3","Echeandia chandleri"
"ECFL","Echeandia flavescens"
"ECTE4","Echeandia texensis"
"ECST","Echeveria strictiflora"
"ECAN2","Echinacea angustifolia"
"ECANA","Echinacea angustifolia var. angustifolia"
"ECANS","Echinacea angustifolia var. strigosa"
"ECAT","Echinacea atrorubens"
"ECLA","Echinacea laevigata"
"ECPA","Echinacea pallida"
"ECPA2","Echinacea paradoxa"
"ECPAN","Echinacea paradoxa var. neglecta"
"ECPAP","Echinacea paradoxa var. paradoxa"
"ECPU","Echinacea purpurea"
"ECSA","Echinacea sanguinea"
"ECSI","Echinacea simulata"
"ECTE3","Echinacea tennesseensis"
"ECHO","Echinocactus horizonthalonius"
"ECHOH","Echinocactus horizonthalonius var. horizonthalonius"
"ECHON","Echinocactus horizonthalonius var. nicholii"
"ECPO2","Echinocactus polycephalus"
"ECPOP","Echinocactus polycephalus var. polycephalus"
"ECPOX","Echinocactus polycephalus var. xeranthemoides"
"ECTE","Echinocactus texensis"
"ECAP","Echinocereus apachensis"
"ECBE","Echinocereus berlandieri"
"ECBO2","Echinocereus bonkerae"
"ECBO3","Echinocereus boyce-thompsonii"
"ECCH2","Echinocereus chisoensis"
"ECCO5","Echinocereus coccineus"
"ECCOA","Echinocereus coccineus var. arizonicus"
"ECCOC","Echinocereus coccineus var. coccineus"
"ECCOG","Echinocereus coccineus var. gurneyi"
"ECCOP","Echinocereus coccineus var. paucispinus"
"ECDA","Echinocereus dasyacanthus"
"ECEN","Echinocereus engelmannii"
"ECENA","Echinocereus engelmannii var. acicularis"
"ECENA2","Echinocereus engelmannii var. armatus"
"ECENC","Echinocereus engelmannii var. chrysocentrus"
"ECENE","Echinocereus engelmannii var. engelmannii"
"ECENH","Echinocereus engelmannii var. howei"
"ECENM","Echinocereus engelmannii var. munzii"
"ECENP","Echinocereus engelmannii var. purpureus"
"ECENV","Echinocereus engelmannii var. variegatus"
"ECEN2","Echinocereus enneacanthus"
"ECENB","Echinocereus enneacanthus var. brevispinus"
"ECENE2","Echinocereus enneacanthus var. enneacanthus"
"ECFA","Echinocereus fasciculatus"
"ECFE","Echinocereus fendleri"
"ECFEF3","Echinocereus fendleri ssp. fendleri"
"ECFER4","Echinocereus fendleri ssp. rectispinus"
"ECLE2","Echinocereus ledingii"
"ECMO","Echinocereus mojavensis"
"ECNI","Echinocereus nicholii"
"ECPA4","Echinocereus papillosus"
"ECPAA2","Echinocereus papillosus var. angusticeps"
"ECPAP2","Echinocereus papillosus var. papillosus"
"ECPE","Echinocereus pectinatus"
"ECPEP","Echinocereus pectinatus var. pectinatus"
"ECPEW","Echinocereus pectinatus var. wenigeri"
"ECPE2","Echinocereus pentalophus"
"ECPO6","Echinocereus polyacanthus"
"ECPO4","Echinocereus poselgeri"
"ECPS","Echinocereus pseudopectinatus"
"ECRE","Echinocereus reichenbachii"
"ECREB2","Echinocereus reichenbachii ssp. baileyi"
"ECREF2","Echinocereus reichenbachii ssp. fitchii"
"ECREP2","Echinocereus reichenbachii ssp. perbellus"
